"","hgnc_symbol","entrezgene","ensembl_gene_id","chromosome_name","start_position","end_position","band"
"8142","RNF8",9025,"ENSG00000112130","6",37353972,37394738,"p21.2"
"8143","RNGTT",8732,"ENSG00000111880","6",88610272,88963721,"q15"
"8144","RNY4",6086,"ENSG00000252316","7",148963315,148963410,"q36.1"
"8145","ROS1",6098,"ENSG00000047936","6",117288300,117425855,"q22.1"
"8146","RPF2",84154,"ENSG00000197498","6",110982015,111028263,"q21"
"8147","RPL7L1",285855,"ENSG00000146223","6",42879618,42889925,"p21.1"
"8148","RPS16P5",NA,"ENSG00000217527","6",53336943,53337346,"p12.1"
"8149","RRAGD",58528,"ENSG00000025039","6",89364636,89412270,"q15"
"8150","RRP36",88745,"ENSG00000124541","6",43021645,43034156,"p21.1"
"8151","RSPH4A",345895,"ENSG00000111834","6",116616479,116632985,"q22.1"
"8152","RSPH9",221421,"ENSG00000172426","6",43645046,43672599,"p21.1"
"8153","RSPO3",84870,"ENSG00000146374","6",127118604,127197765,"q22.33"
"8154","RTN4IP1",84816,"ENSG00000130347","6",106571971,106629487,"q21"
"8155","RUNX2",860,"ENSG00000124813","6",45328157,45664349,"p21.1"
"8156","RWDD1",51389,"ENSG00000111832","6",116571367,116597675,"q22.1"
"8157","RWDD2A",112611,"ENSG00000013392","6",83193379,83198932,"q14.1"
"8158","SAMD3",154075,"ENSG00000164483","6",130144315,130365425,"q23.1"
"8159","SAYSD1",55776,"ENSG00000112167","6",39104064,39115189,"p21.2"
"8160","SCML4",256380,"ENSG00000146285","6",107704104,107824317,"q21"
"8161","SEC63",11231,"ENSG00000025796","6",107867756,107958189,"q21"
"8162","SENP6",26054,"ENSG00000112701","6",75601509,75718278,"q14.1"
"8163","SERINC1",57515,"ENSG00000111897","6",122443354,122471822,"q22.31"
"8164","SESN1",27244,"ENSG00000080546","6",108986437,109094819,"q21"
"8165","SH3BGRL2",83699,"ENSG00000198478","6",79631283,79703659,"q14.1"
"8166","SIM1",6492,"ENSG00000112246","6",100385015,100464929,"q16.3"
"8167","SLC16A10",117247,"ENSG00000112394","6",111087503,111231194,"q21"
"8168","SLC17A5",26503,"ENSG00000119899","6",73593379,73654155,"q13"
"8169","SLC22A16",85413,"ENSG00000004809","6",110424687,110476641,"q21"
"8170","SLC22A7",10864,"ENSG00000137204","6",43295694,43305538,"p21.1"
"8171","SLC25A27",9481,"ENSG00000153291","6",46652915,46678193,"p12.3"
"8172","SLC26A8",116369,"ENSG00000112053","6",35943514,36024868,"p21.31"
"8173","SLC29A1",2030,"ENSG00000112759","6",44219505,44234151,"p21.1"
"8174","SLC35A1",10559,"ENSG00000164414","6",87470623,87512336,"q15"
"8175","SLC35B2",347734,"ENSG00000157593","6",44254096,44257890,"p21.1"
"8176","SLC35F1",222553,"ENSG00000196376","6",117907526,118317676,"q22.2"
"8177","SMAP1",60682,"ENSG00000112305","6",70667776,70862015,"q13"
"8178","SMPD2",6610,"ENSG00000135587","6",109440763,109443919,"q21"
"8179","SMPDL3A",10924,"ENSG00000172594","6",122789049,122809720,"q22.31"
"8180","SNAP91",9892,"ENSG00000065609","6",83552880,83709691,"q14.2"
"8181","SNHG5",NA,"ENSG00000203875","6",85660950,85678736,"q14.3"
"8182","SNORD50B",NA,"ENSG00000275072","6",85677589,85677658,"q14.3"
"8183","SNX14",57231,"ENSG00000135317","6",85505496,85594156,"q14.3"
"8184","SNX3",8724,"ENSG00000112335","6",108211222,108261260,"q21"
"8185","SOBP",55084,"ENSG00000112320","6",107489958,107660167,"q21"
"8186","SPACA1",81833,"ENSG00000118434","6",88047789,88066832,"q15"
"8187","SPATS1",221409,"ENSG00000249481","6",44342660,44377167,"p21.1"
"8188","SRF",6722,"ENSG00000112658","6",43171299,43181507,"p21.1"
"8189","SRPK1",6732,"ENSG00000096063","6",35832966,35921342,"p21.31"
"8190","SRSF12",135295,"ENSG00000154548","6",89095959,89118081,"q15"
"8191","SRSF3",6428,"ENSG00000112081","6",36594353,36605600,"p21.31"
"8192","STK38",11329,"ENSG00000112079","6",36493892,36547470,"p21.31"
"8193","STX7",8417,"ENSG00000079950","6",132445867,132513198,"q23.2"
"8194","SUPT3H",8464,"ENSG00000196284","6",44809317,45377953,"p21.1"
"8195","SYNCRIP",10492,"ENSG00000135316","6",85607785,85643792,"q14.3"
"8196","TAAR2",9287,"ENSG00000146378","6",132617022,132624275,"q23.2"
"8197","TAAR5",9038,"ENSG00000135569","6",132588673,132589686,"q23.2"
"8198","TAAR6",319100,"ENSG00000146383","6",132570322,132571359,"q23.2"
"8199","TAAR8",83551,"ENSG00000146385","6",132552693,132553721,"q23.2"
"8200","TAAR9",134860,"ENSG00000237110","6",132538290,132539336,"q23.2"
"8201","TAF8",129685,"ENSG00000137413","6",42050513,42087461,"p21.1"
"8202","TBC1D22B",55633,"ENSG00000065491","6",37257772,37332970,"p21.2"
"8203","TBCC",6903,"ENSG00000124659","6",42744481,42746096,"p21.1"
"8204","TBX18",9096,"ENSG00000112837","6",84687351,84764519,"q14.3"
"8205","TCTE1",202500,"ENSG00000146221","6",44278743,44297688,"p21.1"
"8206","TDRD6",221400,"ENSG00000180113","6",46687875,46704319,"p12.3"
"8207","TDRG1",732253,"ENSG00000204091","6",40334954,40379887,"p21.2"
"8208","TFAP2B",7021,"ENSG00000008196","6",50818723,50847613,"p12.3"
"8209","TFAP2D",83741,"ENSG00000008197","6",50713828,50772988,"p12.3"
"8210","TFEB",7942,"ENSG00000112561","6",41683978,41736259,"p21.1"
"8211","THEMIS",387357,"ENSG00000275122","CHR_HSCHR6_1_CTG8",127708072,127918597,""
"8212","THEMIS",387357,"ENSG00000172673","6",127708072,127918631,"q22.33"
"8213","TINAG",27283,"ENSG00000137251","6",54307859,54390152,"p12.1"
"8214","TJAP1",93643,"ENSG00000137221","6",43477523,43506556,"p21.1"
"8215","TMEM14A",28978,"ENSG00000096092","6",52671109,52686588,"p12.2"
"8216","TMEM151B",441151,"ENSG00000178233","6",44270466,44307506,"p21.1"
"8217","TMEM200A",114801,"ENSG00000164484","6",130365734,130443063,"q23.1"
"8218","TMEM217",221468,"ENSG00000172738","6",37212180,37258155,"p21.2"
"8219","TMEM30A",55754,"ENSG00000112697","6",75252924,75284968,"q14.1"
"8220","TMEM63B",55362,"ENSG00000137216","6",44126914,44155519,"p21.1"
"8221","TNFRSF21",27242,"ENSG00000146072","6",47231532,47309905,"p12.3"
"8222","TOMM6",100188893,"ENSG00000214736","6",41787662,41789898,"p21.1"
"8223","TPBG",7162,"ENSG00000146242","6",82363206,82370828,"q14.1"
"8224","TPBG",7162,"ENSG00000283085","CHR_HG2072_PATCH",82373409,82381031,""
"8225","TPD52L1",7164,"ENSG00000111907","6",125119049,125264407,"q22.31"
"8226","TPI1P3",NA,"ENSG00000186743","6",116038756,116039495,"q22.1"
"8227","TRAF3IP2",10758,"ENSG00000056972","6",111556454,111606278,"q21"
"8228","TRAF3IP2-AS1",NA,"ENSG00000231889","6",111483511,111598302,"q21"
"8229","TRAM2",9697,"ENSG00000065308","6",52497402,52576915,"p12.2"
"8230","TRDN",10345,"ENSG00000186439","6",123216339,123637093,"q22.31"
"8231","TREM1",54210,"ENSG00000124731","6",41267926,41286719,"p21.1"
"8232","TREM2",54209,"ENSG00000095970","6",41158506,41163186,"p21.1"
"8233","TREML1",340205,"ENSG00000161911","6",41149342,41154337,"p21.1"
"8234","TREML2",79865,"ENSG00000112195","6",41190277,41201194,"p21.1"
"8235","TREML4",285852,"ENSG00000188056","6",41228324,41238882,"p21.1"
"8236","TRERF1",55809,"ENSG00000124496","6",42224931,42452051,"p21.1"
"8237","TRMT11",60487,"ENSG00000066651","6",125986430,126039276,"q22.32"
"8238","TSPO2",222642,"ENSG00000112212","6",41042554,41044337,"p21.1"
"8239","TSPYL1",7259,"ENSG00000189241","6",116276578,116279903,"q22.1"
"8240","TSPYL4",23270,"ENSG00000187189","6",116249961,116254140,"q22.1"
"8241","TTBK1",84630,"ENSG00000146216","6",43243680,43288259,"p21.1"
"8242","TTK",7272,"ENSG00000112742","6",80003887,80042527,"q14.1"
"8243","TUBE1",51175,"ENSG00000074935","6",112070777,112087529,"q21"
"8244","UBE2J1",51465,"ENSG00000198833","6",89326625,89352848,"q15"
"8245","UBR2",23304,"ENSG00000024048","6",42564062,42693504,"p21.1"
"8246","UFL1",23376,"ENSG00000014123","6",96521595,96555276,"q16.1"
"8247","UNC5CL",222643,"ENSG00000124602","6",41026911,41039217,"p21.1"
"8248","USP45",85015,"ENSG00000123552","6",99432379,99521728,"q16.2"
"8249","USP49",25862,"ENSG00000164663","6",41789896,41895361,"p21.1"
"8250","VEGFA",7422,"ENSG00000112715","6",43770184,43786487,"p21.1"
"8251","VGLL2",245806,"ENSG00000170162","6",117265558,117273565,"q22.1"
"8252","WASF1",8936,"ENSG00000112290","6",110099819,110180004,"q21"
"8253","WISP3",8838,"ENSG00000112761","6",112054072,112070969,"q21"
"8254","XPO5",57510,"ENSG00000124571","6",43522330,43576075,"p21.1"
"8255","YIPF3",25844,"ENSG00000137207","6",43511827,43516990,"p21.1"
"8256","ZBTB24",9841,"ENSG00000112365","6",109462594,109483237,"q21"
"8257","ZFAND3",60685,"ENSG00000156639","6",37819499,38154624,"p21.2"
"8258","ZNF292",23036,"ENSG00000188994","6",87152833,87264196,"q14.3"
"8259","ZNF318",24149,"ENSG00000171467","6",43307134,43369478,"p21.1"
"8260","ZNF451",26036,"ENSG00000112200","6",57086844,57170307,"p12.1"
"8261","ZUFSP",221302,"ENSG00000153975","6",116635618,116668794,"q22.1"
"8262","ABCB5",340273,"ENSG00000004846","7",20615207,20777038,"p21.1"
"8263","ACAT2",39,"ENSG00000120437","6",159760328,159779055,"q25.3"
"8264","ACTB",60,"ENSG00000075624","7",5527151,5563784,"p22.1"
"8265","ADAP1",11033,"ENSG00000105963","7",897901,955407,"p22.3"
"8266","ADAT2",134637,"ENSG00000189007","6",143422832,143450673,"q24.2"
"8267","ADCYAP1R1",117,"ENSG00000078549","7",31052461,31111479,"p14.3"
"8268","ADGB",79747,"ENSG00000118492","6",146598965,146815462,"q24.3"
"8269","AGMO",392636,"ENSG00000187546","7",15200318,15562015,"p21.2"
"8270","AGPAT4",56895,"ENSG00000026652","6",161129979,161274061,"q26"
"8271","AGPAT4-IT1",79992,"ENSG00000279355","6",161160105,161161982,"q26"
"8272","AGR2",10551,"ENSG00000106541","7",16791811,16833433,"p21.1"
"8273","AGR3",155465,"ENSG00000173467","7",16859405,16881987,"p21.1"
"8274","AHI1",54806,"ENSG00000135541","6",135283532,135497776,"q23.3"
"8275","AHR",196,"ENSG00000106546","7",17298622,17346152,"p21.1"
"8276","AIG1",51390,"ENSG00000146416","6",143060496,143340304,"q24.2"
"8277","AIMP2",7965,"ENSG00000106305","7",6009245,6023834,"p22.1"
"8278","AKAP12",9590,"ENSG00000131016","6",151239999,151358557,"q25.1"
"8279","ALDH8A1",64577,"ENSG00000118514","6",134917390,134950122,"q23.3"
"8280","AMPH",273,"ENSG00000078053","7",38383704,38631567,"p14.1"
"8281","AMZ1",155185,"ENSG00000174945","7",2679522,2775500,"p22.3"
"8282","ANKMY2",57037,"ENSG00000106524","7",16599776,16645817,"p21.1"
"8283","ANLN",54443,"ENSG00000011426","7",36389806,36453791,"p14.2"
"8284","AOAH",313,"ENSG00000136250","7",36512949,36724549,"p14.2"
"8285","AQP1",358,"ENSG00000240583","7",30911694,30925516,"p14.3"
"8286","ARID1B",57492,"ENSG00000049618","6",156777374,157210779,"q25.3"
"8287","ARL4A",10124,"ENSG00000122644","7",12686856,12690934,"p21.3"
"8288","AVL9",23080,"ENSG00000105778","7",32495426,32588721,"p14.3"
"8289","BBS9",27241,"ENSG00000122507","7",33129244,33606068,"p14.3"
"8290","BCLAF1",9774,"ENSG00000029363","6",136256627,136289851,"q23.3"
"8291","BMPER",168667,"ENSG00000164619","7",33904911,34155872,"p14.3"
"8292","BRAT1",221927,"ENSG00000106009","7",2537877,2555727,"p22.3"
"8293","BZW2",28969,"ENSG00000136261","7",16646131,16706523,"p21.1"
"8294","C1GALT1",56913,"ENSG00000106392","7",7156934,7248651,"p22.1"
"8295","C6orf118",168090,"ENSG00000112539","6",165279664,165309607,"q27"
"8296","C6orf120",387263,"ENSG00000185127","6",169702190,169704856,"q27"
"8297","C6orf99",NA,"ENSG00000203711","6",158869939,158910353,"q25.3"
"8298","C7orf25",79020,"ENSG00000136197","7",42908726,42912305,"p14.1"
"8299","C7orf26",79034,"ENSG00000146576","7",6590017,6608726,"p22.1"
"8300","C7orf31",136895,"ENSG00000153790","7",25134697,25180356,"p15.3"
"8301","C7orf50",84310,"ENSG00000146540","7",996986,1138260,"p22.3"
"8302","C7orf71",NA,"ENSG00000222004","7",26637871,26647305,"p15.2"
"8303","CAHM",100526820,"ENSG00000270419","6",163413065,163413960,"q26"
"8304","CARD11",84433,"ENSG00000198286","7",2906141,3043945,"p22.2"
"8305","CBX3",11335,"ENSG00000122565","7",26201162,26213356,"p15.2"
"8306","CCDC126",90693,"ENSG00000169193","7",23597379,23644708,"p15.3"
"8307","CCDC129",223075,"ENSG00000180347","7",31514071,31658720,"p14.3"
"8308","CCDC28A",25901,"ENSG00000024862","6",138773509,138793319,"q24.1"
"8309","CCR6",1235,"ENSG00000112486","6",167111807,167139696,"q27"
"8310","CCZ1",51622,"ENSG00000122674","7",5898725,5926550,"p22.1"
"8311","CCZ1B",221960,"ENSG00000146574","7",6794134,6826770,"p22.1"
"8312","CDCA7L",55536,"ENSG00000164649","7",21900900,21946084,"p15.3"
"8313","CDK13",8621,"ENSG00000065883","7",39950037,40097134,"p14.1"
"8314","CHN2",1124,"ENSG00000106069","7",29122274,29514328,"p14.3"
"8315","CHN2",101928168,"ENSG00000106069","7",29122274,29514328,"p14.3"
"8316","CHST12",55501,"ENSG00000136213","7",2403560,2448483,"p22.3"
"8317","CITED2",10370,"ENSG00000164442","6",139371807,139374620,"q24.1"
"8318","CLDN20",49861,"ENSG00000171217","6",155264013,155276548,"q25.3"
"8319","CNKSR3",154043,"ENSG00000153721","6",154387504,154510659,"q25.2"
"8320","COL28A1",340267,"ENSG00000215018","7",7356203,7535853,"p21.3"
"8321","COX19",90639,"ENSG00000240230","7",898778,975599,"p22.3"
"8322","CPVL",54504,"ENSG00000106066","7",28995231,29195451,"p14.3"
"8323","CREB5",9586,"ENSG00000146592","7",28299321,28825894,"p15.1"
"8324","CRHR2",1395,"ENSG00000106113","7",30651943,30700129,"p14.3"
"8325","CYCS",54205,"ENSG00000172115","7",25120091,25125361,"p15.3"
"8326","CYP2W1",54905,"ENSG00000073067","7",983199,989640,"p22.3"
"8327","CYTH3",9265,"ENSG00000008256","7",6161776,6272644,"p22.1"
"8328","DACT2",168002,"ENSG00000164488","6",168292830,168319754,"q27"
"8329","DAGLB",221955,"ENSG00000164535","7",6409126,6484190,"p22.1"
"8330","DFNA5",1687,"ENSG00000105928","7",24698353,24758113,"p15.3"
"8331","DGKB",1607,"ENSG00000136267","7",14145049,14974777,"p21.2"
"8332","DLL1",28514,"ENSG00000275555","CHR_HSCHR6_1_CTG5",170282206,170306565,""
"8333","DLL1",28514,"ENSG00000198719","6",170282206,170306565,"q27"
"8334","DNAH11",8701,"ENSG00000105877","7",21543215,21901839,"p15.3"
"8335","DPY19L1",23333,"ENSG00000173852","7",34928876,35038271,"p14.2"
"8336","DPY19L1P1",NA,"ENSG00000229358","7",32580949,32761787,"p14.3"
"8337","DPY19L2P1",NA,"ENSG00000189212","7",35079989,35186041,"p14.2"
"8338","DPY19L2P3",442524,"ENSG00000227855","7",29650227,29742594,"p14.3"
"8339","DYNLT1",6993,"ENSG00000146425","6",158636474,158644739,"q25.3"
"8340","ECT2L",345930,"ENSG00000203734","6",138795926,138904070,"q24.1"
"8341","EEPD1",80820,"ENSG00000122547","7",36153149,36301543,"p14.2"
"8342","EIF2AK1",27102,"ENSG00000086232","7",6022244,6059230,"p22.1"
"8343","EIF3B",8662,"ENSG00000106263","7",2354086,2380745,"p22.3"
"8344","ELFN1",392617,"ENSG00000225968","7",1688119,1747954,"p22.3"
"8345","ELMO1",9844,"ENSG00000155849","7",36854361,37449249,"p14.1"
"8346","EPDR1",54749,"ENSG00000086289","7",37683843,37951941,"p14.1"
"8347","EPM2A",7957,"ENSG00000112425","6",145382535,145736023,"q24.3"
"8348","ESR1",2099,"ENSG00000091831","6",151656691,152129619,"q25.1"
"8349","ETV1",2115,"ENSG00000006468","7",13891228,13991425,"p21.2"
"8350","EVX1",2128,"ENSG00000106038","7",27242700,27250493,"p15.2"
"8351","EYA4",2070,"ENSG00000112319","6",133240598,133532120,"q23.2"
"8352","EZR",7430,"ENSG00000092820","6",158765741,158819412,"q25.3"
"8353","FAM120B",84498,"ENSG00000275333","CHR_HSCHR6_1_CTG5",170290703,170416388,""
"8354","FAM120B",84498,"ENSG00000112584","6",170290703,170407065,"q27"
"8355","FAM126A",84668,"ENSG00000122591","7",22889371,23014130,"p15.3"
"8356","FAM20C",56975,"ENSG00000177706","7",192969,260745,"p22.3"
"8357","FAM20C",56975,"ENSG00000281429","CHR_HSCHR7_1_CTG1",196274,199037,""
"8358","FAM20C",56975,"ENSG00000282147","CHR_HSCHR7_2_CTG1",195290,199896,""
"8359","FBXL18",80028,"ENSG00000155034","7",5431335,5513798,"p22.1"
"8360","FBXO30",84085,"ENSG00000118496","6",145793502,145814753,"q24.3"
"8361","FBXO5",26271,"ENSG00000112029","6",152970519,152983579,"q25.2"
"8362","FERD3L",222894,"ENSG00000146618","7",19144782,19145421,"p21.1"
"8363","FGFR1OP",11116,"ENSG00000213066","6",166999182,167052713,"q27"
"8364","FKBP14",55033,"ENSG00000106080","7",30010587,30026684,"p14.3"
"8365","FKBP9",11328,"ENSG00000122642","7",32957404,33006931,"p14.3"
"8366","FNDC1",84624,"ENSG00000164694","6",159169397,159272109,"q25.3"
"8367","FOXK1",221937,"ENSG00000164916","7",4682309,4771443,"p22.1"
"8368","FRMD1",79981,"ENSG00000153303","6",168055745,168081557,"q27"
"8369","FSCN1",6624,"ENSG00000075618","7",5592823,5606655,"p22.1"
"8370","FUCA2",2519,"ENSG00000001036","6",143494811,143511690,"q24.2"
"8371","GARS",2617,"ENSG00000106105","7",30594681,30634033,"p14.3"
"8372","GET4",51608,"ENSG00000239857","7",876552,896436,"p22.3"
"8373","GGCT",79017,"ENSG00000006625","7",30496621,30504844,"p14.3"
"8374","GHRHR",2692,"ENSG00000106128","7",30938669,30993254,"p14.3"
"8375","GLCCI1",113263,"ENSG00000106415","7",7968794,8094272,"p21.3"
"8376","GLI3",2737,"ENSG00000106571","7",41960950,42237870,"p14.1"
"8377","GNA12",2768,"ENSG00000146535","7",2728112,2844324,"p22.2"
"8378","GPNMB",10457,"ENSG00000136235","7",23235967,23275108,"p15.3"
"8379","GPR141",353345,"ENSG00000187037","7",37683796,37833788,"p14.1"
"8380","GPR146",115330,"ENSG00000164849","7",1044576,1059261,"p22.3"
"8381","GPR31",2853,"ENSG00000120436","6",167156271,167158329,"q27"
"8382","GRID2IP",392862,"ENSG00000215045","7",6497462,6551436,"p22.1"
"8383","GRM1",2911,"ENSG00000152822","6",146027646,146437598,"q24.3"
"8384","GTF2H5",404672,"ENSG00000272047","6",158168352,158199344,"q25.3"
"8385","HBS1L",10767,"ENSG00000112339","6",134960378,135103056,"q23.3"
"8386","HDAC9",9734,"ENSG00000048052","7",18086949,19002416,"p21.1"
"8387","HEBP2",23593,"ENSG00000051620","6",138403531,138422197,"q24.1"
"8388","HECA",51696,"ENSG00000112406","6",139135112,139180802,"q24.1"
"8389","HECW1",23072,"ENSG00000002746","7",43112599,43566001,"p14.1"
"8390","HERPUD2",64224,"ENSG00000122557","7",35632659,35695571,"p14.2"
"8391","HIBADH",11112,"ENSG00000106049","7",27525442,27662995,"p15.2"
"8392","HIVEP2",3097,"ENSG00000010818","6",142751467,142956698,"q24.2"
"8393","HMGA1P7",NA,"ENSG00000216753","6",134115235,134115736,"q23.2"
"8394","HNRNPA2B1",3181,"ENSG00000122566","7",26189927,26201529,"p15.2"
"8395","HOTAIRM1",NA,"ENSG00000233429","7",27095647,27100265,"p15.2"
"8396","HOTTIP",NA,"ENSG00000243766","7",27198575,27207259,"p15.2"
"8397","HOXA1",3198,"ENSG00000105991","7",27092993,27095996,"p15.2"
"8398","HOXA10",3206,"ENSG00000253293","7",27170591,27180261,"p15.2"
"8399","HOXA11",3207,"ENSG00000005073","7",27181510,27185223,"p15.2"
"8400","HOXA13",3209,"ENSG00000106031","7",27193503,27200106,"p15.2"
"8401","HOXA2",3199,"ENSG00000105996","7",27100354,27102811,"p15.2"
"8402","HOXA3",3200,"ENSG00000105997","7",27106184,27152581,"p15.2"
"8403","HOXA4",3201,"ENSG00000197576","7",27128507,27130799,"p15.2"
"8404","HOXA5",3202,"ENSG00000106004","7",27141052,27143668,"p15.2"
"8405","HOXA6",3203,"ENSG00000106006","7",27145396,27150603,"p15.2"
"8406","HOXA7",3204,"ENSG00000122592","7",27153716,27157936,"p15.2"
"8407","HOXA9",3205,"ENSG00000078399","7",27162435,27175180,"p15.2"
"8408","HYMAI",NA,"ENSG00000283122","6",144004916,144008262,"q24.2"
"8409","ICA1",3382,"ENSG00000003147","7",8113184,8262687,"p21.3"
"8410","IFNGR1",3459,"ENSG00000027697","6",137197484,137219449,"q23.3"
"8411","IGF2BP3",10643,"ENSG00000136231","7",23310209,23470467,"p15.3"
"8412","IGF2R",3482,"ENSG00000197081","6",159969099,160113507,"q25.3"
"8413","IL20RA",53832,"ENSG00000016402","6",136999971,137045180,"q23.3"
"8414","IL22RA2",116379,"ENSG00000164485","6",137143820,137173648,"q23.3"
"8415","IL6",3569,"ENSG00000136244","7",22725884,22732002,"p15.3"
"8416","INHBA",3624,"ENSG00000122641","7",41667168,41705834,"p14.1"
"8417","INMT",11185,"ENSG00000241644","7",30697985,30757602,"p14.3"
"8418","INTS1",26173,"ENSG00000164880","7",1470277,1504367,"p22.3"
"8419","IPCEF1",26034,"ENSG00000074706","6",154154496,154356792,"q25.2"
"8420","IQCE",23288,"ENSG00000106012","7",2558972,2614734,"p22.3"
"8421","ISPD",729920,"ENSG00000214960","7",16087527,16421322,"p21.2"
"8422","ITGB8",3696,"ENSG00000105855","7",20330702,20415754,"p21.1"
"8423","IYD",389434,"ENSG00000009765","6",150368892,150405969,"q25.1"
"8424","JAZF1",221895,"ENSG00000153814","7",27830573,28180743,"p15.1"
"8425","JAZF1-AS1",NA,"ENSG00000234336","7",28180322,28243917,"p15.1"
"8426","KATNA1",11104,"ENSG00000186625","6",149594873,149648972,"q25.1"
"8427","KBTBD2",25948,"ENSG00000170852","7",32868172,32894131,"p14.3"
"8428","KDELR2",11014,"ENSG00000136240","7",6445953,6484242,"p22.1"
"8429","KIAA0087",9808,"ENSG00000122548","7",26533121,26538788,"p15.2"
"8430","KIAA0895",23366,"ENSG00000164542","7",36324221,36390125,"p14.2"
"8431","KIF25",3834,"ENSG00000125337","6",167996241,168045089,"q27"
"8432","KLHL7",55975,"ENSG00000122550","7",23105758,23177914,"p15.3"
"8433","KLHL7-AS1",100775104,"ENSG00000230658","7",23101228,23105703,"p15.3"
"8434","LATS1",9113,"ENSG00000131023","6",149658153,149718256,"q25.1"
"8435","LFNG",3955,"ENSG00000106003","7",2512529,2529177,"p22.3"
"8436","LINC00242",401288,"ENSG00000280868","CHR_HSCHR6_1_CTG4",169788790,169798825,""
"8437","LINC00242",401288,"ENSG00000229214","6",169788790,169798825,"q27"
